context,prompt_bn,response_bn,label
নোয়াখালী জেলা বাংলাদেশের মধ্যাঞ্চলে অবস্থিত। এর মোট আয়তন ৪০৭৩ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ২৪০০০০০। জেলাটি ১৮৬০ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৬৩৯ মিটার।,নোয়াখালী জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,৩৬৬ মিটার,0
বিজয় সফটওয়্যার ২০০২ সালে বাজারে আসে। এটি প্রথম তৈরি করেন বেগম কবির। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বিজয় সফটওয়্যার কত সালে বাজারে আসে?,২০১২,0
শব্দকল্প সফটওয়্যার ২০০৪ সালে বাজারে আসে। এটি প্রথম তৈরি করেন সেলিনা দাশগুপ্ত। সফটওয়্যারটি সি শার্প প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কে তৈরি করেন?,সেলিনা দাশগুপ্ত,1
"তারেক চৌধুরী (১৮৯৫ সালে সিলেট অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত ঔপন্যাসিক ছিলেন। তাঁর অন্যতম সৃষ্টি ""দিগন্তের ডাক""। ১৯৪৮ সালে তাঁকে বাংলা একাডেমি পুরস্কারে ভূষিত করা হয়। ১৯৫৩ সালে তিনি মৃত্যুবরণ করেন।",তারেক চৌধুরী কত সালে বাংলা একাডেমি পুরস্কার লাভ করেন?,১৯৪৮,1
[NULL],আলোর গতিবেগ প্রায় কত?,সেকেন্ডে ৩ লক্ষ কিলোমিটার,1
[NULL],একটি দোকানে ৭৪১টি গাছ ছিল। ৩২টি বিক্রি হয়ে গেলে কতটি গাছ অবশিষ্ট থাকে?,৭০৬,0
[NULL],১০০০ টাকার ৪০% কত টাকা?,৩৬১ টাকা,0
বর্ণ সফটওয়্যার ২০০৬ সালে বাজারে আসে। এটি প্রথম তৈরি করেন মেহেদী হক। সফটওয়্যারটি সি শার্প প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বর্ণ সফটওয়্যার কত সালে বাজারে আসে?,২০০৩,0
নিকশ সফটওয়্যার ২০১৫ সালে বাজারে আসে। এটি প্রথম তৈরি করেন প্রমথ খান। সফটওয়্যারটি সি++ প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,নিকশ সফটওয়্যার কত সালে বাজারে আসে?,২০১০,0
[NULL],৮৬ ও ৬০ এর গুণফল কত?,৪৯৭৮,0
[NULL],দুই অঙ্কবিশিষ্ট একটি সংখ্যার এককের অঙ্ক দশকের অঙ্ক অপেক্ষা ২ বেশি। সংখ্যাটি এর অঙ্কদ্বয়ের সমষ্টির ২ গুণ অপেক্ষা ২৬ বেশি। সংখ্যাটি কত?,৪৯,0
সাঙ্গু নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৫২২ কিলোমিটার। নদীটি মেদিনীপুর অঞ্চল থেকে উৎপন্ন হয়ে নোয়াখালী অঞ্চলে প্রবাহিত হয়েছে।,সাঙ্গু নদী-এর দৈর্ঘ্য কত?,৫২২ কিলোমিটার,1
ল্যাবেঙ্গল সফটওয়্যার ২০০৯ সালে বাজারে আসে। এটি প্রথম তৈরি করেন মাহবুব চট্টোপাধ্যায়। সফটওয়্যারটি সি++ প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কত সালে বাজারে আসে?,"২০০৯, যা ৯টি আন্তর্জাতিক পুরস্কার অর্জন করে",0
টাঙ্গাইল জেলা বাংলাদেশের মধ্যাঞ্চলে অবস্থিত। এর মোট আয়তন ৬১৩৮ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৪৮০০০০০। জেলাটি ১৯০৯ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৭৯৫ মিটার।,টাঙ্গাইল জেলা কোন অঞ্চলে অবস্থিত?,উত্তরবঙ্গ,0
"কামরুল চৌধুরী (১৯০৪ সালে ফরিদপুর অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত অর্থনীতিবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""মেঘবালিকা""। ১৯৪২ সালে তাঁকে স্বাধীনতা পুরস্কারে ভূষিত করা হয়। ১৯৬০ সালে তিনি মৃত্যুবরণ করেন।",কামরুল চৌধুরী কোথায় জন্মগ্রহণ করেন?,চট্টগ্রাম,0
[NULL],একটি দোকানে ১২১টি পেন্সিল ছিল। ৭৮টি বিক্রি হয়ে গেলে কতটি পেন্সিল অবশিষ্ট থাকে?,৪৩,1
